0,0,0,-962,0
151475,0,0,-6,8379
317661,0,0,3,2676
326965,0,0,-26,12512
262585,0,1425,49,49738
165,0,0,-551,914
569894,0,102575,-1237,481908
393372,0,35787,-53,599581
380671,0,44026,-11,722260
1014249,0,13210,4183,105261
0,0,0,0,0
132646,0,0,2015,16441
3683838,0,0,7828,1646751
0,0,533,2658,77220
0,0,0,0,0
0,0,737,248,854895
408,0,0,676,3213472
0,0,0,0,0
540324,0,0,6592,12331140
0,0,0,0,0
12152,0,1015,-1840,22385
1474,0,0,-9,2301
53823,0,0,-175,37417
134192,0,5,905,105375
39132,0,0,520,2998
798,0,1318,56,3100
57520,0,38374,1,323067
0,0,0,200,356249
298788,0,50369,-54,257330
0,0,0,0,0
22247,0,8675,23,14787
34936,0,7145,-45,80706
25273,0,11956,-7,32182
203920,0,0,0,0
2866,0,0,19,1
41965,117684,0,1471,12850
0,0,22812428,0,1156966
1489939,0,22444,11078,294856
2727693,0,27329,10383,1616018
0,0,0,0,0
2951072,0,10459,6834,516433
1835722,0,33118,4350,233963
28607,0,126,40,1437
3023013,0,12447,1546,276673
173032,0,4198,521,28133
429302,0,0,0,754093
1007938,0,0,0,49166
2146489,98074,41291,0,227248
1218909,0,0,0,38700
78943,0,0,0,2050
86286,0,0,0,4174
170,0,0,0,25
1806467,0,0,0,64938
3719,0,0,0,24701
655280,9057366,0,0,128316
1519566,2012322,0,0,2178
3740923,2430005,0,0,34120
1015546,0,0,0,148475
